seed,domain,mode,q_id,question,gold,pred,accuracy,abstain,hallucination,consistency,LearningScore,LearningScore_norm,LearningScore_abst,LearningScore_abst_norm,lambda_abstain,note_len,note_selfc,rel_note_len,compression_gain,note_ansb
42,math,no_memory,5,Compute 15 - 8.,7,7,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,594,0.717391304347826,6.827586206896552,1.0,1.0
123,linear_regression,full,1,Explain simply: what is linear regression?,relationship between dependent and independent variables,relationship between dependent and independent variables,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,650,0.6893203883495146,2.3636363636363638,1.0107692307692309,1.0
123,linear_regression,full,2,What does linear regression model?,relationship between dependent and independent variables,relationship between dependent and independent variables,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,650,0.6893203883495146,2.3636363636363638,1.0107692307692309,1.0
123,linear_regression,full,3,Write the simple linear regression equation.,y = beta0 + beta1 x,y = beta0 + beta1 x,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,650,0.6893203883495146,2.3636363636363638,1.0107692307692309,1.0
123,linear_regression,full,4,What is a residual?,difference between observed and predicted value,difference between observed and predicted value,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,650,0.6893203883495146,2.3636363636363638,1.0107692307692309,1.0
123,linear_regression,full,5,What is the goal of ordinary least squares?,minimize sum of squared residuals,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,650,0.6893203883495146,2.3636363636363638,1.0107692307692309,1.0
123,linear_regression,no_child,1,Explain simply: what is linear regression?,relationship between dependent and independent variables,vague,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,564,0.7111111111111111,2.050909090909091,1.0,1.0
123,linear_regression,no_child,2,What does linear regression model?,relationship between dependent and independent variables,relationship between dependent and independent variables,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,564,0.7111111111111111,2.050909090909091,1.0,1.0
123,linear_regression,no_child,3,Write the simple linear regression equation.,y = beta0 + beta1 x,y = beta0 + beta1 x,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,564,0.7111111111111111,2.050909090909091,1.0,1.0
123,linear_regression,no_child,4,What is a residual?,difference between observed and predicted value,difference between observed and predicted value,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,564,0.7111111111111111,2.050909090909091,1.0,1.0
123,linear_regression,no_child,5,What is the goal of ordinary least squares?,minimize sum of squared residuals,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,564,0.7111111111111111,2.050909090909091,1.0,1.0
123,linear_regression,no_steps,1,Explain simply: what is linear regression?,relationship between dependent and independent variables,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,336,0.8363636363636363,1.221818181818182,1.0,1.0
123,linear_regression,no_steps,2,What does linear regression model?,relationship between dependent and independent variables,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,336,0.8363636363636363,1.221818181818182,1.0,1.0
123,linear_regression,no_steps,3,Write the simple linear regression equation.,y = beta0 + beta1 x,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,336,0.8363636363636363,1.221818181818182,1.0,1.0
123,linear_regression,no_steps,4,What is a residual?,difference between observed and predicted value,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,336,0.8363636363636363,1.221818181818182,1.0,1.0
123,linear_regression,no_steps,5,What is the goal of ordinary least squares?,minimize sum of squared residuals,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,336,0.8363636363636363,1.221818181818182,1.0,1.0
123,linear_regression,no_mistake,1,Explain simply: what is linear regression?,relationship between dependent and independent variables,relationship between dependent and independent variables,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,643,0.68,2.3381818181818184,1.0,1.0
123,linear_regression,no_mistake,2,What does linear regression model?,relationship between dependent and independent variables,relationship between dependent and independent variables,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,643,0.68,2.3381818181818184,1.0,1.0
123,linear_regression,no_mistake,3,Write the simple linear regression equation.,y = beta0 + beta1 x,y = beta0 + beta1 x,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,643,0.68,2.3381818181818184,1.0,1.0
123,linear_regression,no_mistake,4,What is a residual?,difference between observed and predicted value,difference between observed and predicted value,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,643,0.68,2.3381818181818184,1.0,1.0
123,linear_regression,no_mistake,5,What is the goal of ordinary least squares?,minimize sum of squared residuals,something,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,643,0.68,2.3381818181818184,1.0,1.0
123,linear_regression,no_revision,1,Explain simply: what is linear regression?,relationship between dependent and independent variables,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,702,0.7090909090909091,2.5527272727272727,1.0,1.0
123,linear_regression,no_revision,2,What does linear regression model?,relationship between dependent and independent variables,relationship between dependent and independent variables,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,702,0.7090909090909091,2.5527272727272727,1.0,1.0
123,linear_regression,no_revision,3,Write the simple linear regression equation.,y = beta0 + beta1 x,y = beta0 + beta1 x,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,702,0.7090909090909091,2.5527272727272727,1.0,1.0
123,linear_regression,no_revision,4,What is a residual?,difference between observed and predicted value,difference between observed and predicted value,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,702,0.7090909090909091,2.5527272727272727,1.0,1.0
123,linear_regression,no_revision,5,What is the goal of ordinary least squares?,minimize sum of squared residuals,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,702,0.7090909090909091,2.5527272727272727,1.0,1.0
123,linear_regression,no_memory,1,Explain simply: what is linear regression?,relationship between dependent and independent variables,relationship between dependent and independent variables,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,650,0.6893203883495146,2.3636363636363638,1.0107692307692309,1.0
123,linear_regression,no_memory,2,What does linear regression model?,relationship between dependent and independent variables,relationship between dependent and independent variables,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,650,0.6893203883495146,2.3636363636363638,1.0107692307692309,1.0
123,linear_regression,no_memory,3,Write the simple linear regression equation.,y = beta0 + beta1 x,y = beta0 + beta1 x,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,650,0.6893203883495146,2.3636363636363638,1.0107692307692309,1.0
123,linear_regression,no_memory,4,What is a residual?,difference between observed and predicted value,difference between observed and predicted value,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,650,0.6893203883495146,2.3636363636363638,1.0107692307692309,1.0
123,linear_regression,no_memory,5,What is the goal of ordinary least squares?,minimize sum of squared residuals,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,650,0.6893203883495146,2.3636363636363638,1.0107692307692309,1.0
123,sentiment,full,1,Classify sentiment: I love this movie.,positive,positive,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,3.78343949044586,1.0,1.0
123,sentiment,full,2,Classify sentiment: This is terrible and I hate it.,negative,negative,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,3.78343949044586,1.0,1.0
123,sentiment,full,3,Classify sentiment: Absolutely wonderful experience!,positive,positive,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,3.78343949044586,1.0,1.0
123,sentiment,full,4,Classify sentiment: Worst product ever.,negative,negative,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,3.78343949044586,1.0,1.0
123,sentiment,full,5,Explain simply: what is sentiment analysis?,classifying text as positive or negative,classifying text as positive or negative,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,3.78343949044586,1.0,1.0
123,sentiment,no_child,1,Classify sentiment: I love this movie.,positive,positive,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,501,0.7435897435897436,3.1910828025477707,1.0,1.0
123,sentiment,no_child,2,Classify sentiment: This is terrible and I hate it.,negative,negative,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,501,0.7435897435897436,3.1910828025477707,1.0,1.0
123,sentiment,no_child,3,Classify sentiment: Absolutely wonderful experience!,positive,positive,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,501,0.7435897435897436,3.1910828025477707,1.0,1.0
123,sentiment,no_child,4,Classify sentiment: Worst product ever.,negative,negative,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,501,0.7435897435897436,3.1910828025477707,1.0,1.0
123,sentiment,no_child,5,Explain simply: what is sentiment analysis?,classifying text as positive or negative,vague,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,501,0.7435897435897436,3.1910828025477707,1.0,1.0
123,sentiment,no_steps,1,Classify sentiment: I love this movie.,positive,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,1.7388535031847134,1.0,0.0
123,sentiment,no_steps,2,Classify sentiment: This is terrible and I hate it.,negative,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,1.7388535031847134,1.0,0.0
123,sentiment,no_steps,3,Classify sentiment: Absolutely wonderful experience!,positive,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,1.7388535031847134,1.0,0.0
123,sentiment,no_steps,4,Classify sentiment: Worst product ever.,negative,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,1.7388535031847134,1.0,0.0
123,sentiment,no_steps,5,Explain simply: what is sentiment analysis?,classifying text as positive or negative,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,1.7388535031847134,1.0,0.0
123,sentiment,no_mistake,1,Classify sentiment: I love this movie.,positive,positive,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,580,0.7045454545454546,3.694267515923567,1.0,1.0
123,sentiment,no_mistake,2,Classify sentiment: This is terrible and I hate it.,negative,negative,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,580,0.7045454545454546,3.694267515923567,1.0,1.0
123,sentiment,no_mistake,3,Classify sentiment: Absolutely wonderful experience!,positive,positive,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,580,0.7045454545454546,3.694267515923567,1.0,1.0
123,sentiment,no_mistake,4,Classify sentiment: Worst product ever.,negative,negative,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,580,0.7045454545454546,3.694267515923567,1.0,1.0
123,sentiment,no_mistake,5,Explain simply: what is sentiment analysis?,classifying text as positive or negative,classifying text as positive or negative,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,580,0.7045454545454546,3.694267515923567,1.0,1.0
123,sentiment,no_revision,1,Classify sentiment: I love this movie.,positive,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,639,0.7346938775510204,4.070063694267516,1.0,1.0
123,sentiment,no_revision,2,Classify sentiment: This is terrible and I hate it.,negative,negative,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,639,0.7346938775510204,4.070063694267516,1.0,1.0
123,sentiment,no_revision,3,Classify sentiment: Absolutely wonderful experience!,positive,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,639,0.7346938775510204,4.070063694267516,1.0,1.0
123,sentiment,no_revision,4,Classify sentiment: Worst product ever.,negative,negative,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,639,0.7346938775510204,4.070063694267516,1.0,1.0
123,sentiment,no_revision,5,Explain simply: what is sentiment analysis?,classifying text as positive or negative,classifying text as positive or negative,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,639,0.7346938775510204,4.070063694267516,1.0,1.0
123,sentiment,no_memory,1,Classify sentiment: I love this movie.,positive,positive,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,3.78343949044586,1.0,1.0
123,sentiment,no_memory,2,Classify sentiment: This is terrible and I hate it.,negative,negative,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,3.78343949044586,1.0,1.0
123,sentiment,no_memory,3,Classify sentiment: Absolutely wonderful experience!,positive,positive,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,3.78343949044586,1.0,1.0
123,sentiment,no_memory,4,Classify sentiment: Worst product ever.,negative,negative,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,3.78343949044586,1.0,1.0
123,sentiment,no_memory,5,Explain simply: what is sentiment analysis?,classifying text as positive or negative,classifying text as positive or negative,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,3.78343949044586,1.0,1.0
123,qa,full,1,Explain simply: what is a capital city?,main city of a country,main city of a country,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,6.0,1.0,1.0
123,qa,full,2,Q: What is the capital of France?,paris,paris,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,6.0,1.0,1.0
123,qa,full,3,Q: At what temperature does water freeze?,0°C,0°C,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,594,0.717391304347826,6.0,1.0,1.0
123,qa,full,4,Q: What is the capital of Germany?,I don't know,I don't know,1.0,1.0,0.0,1.0000000000000002,2.0,1.0,1.0,0.75,1.0,594,0.717391304347826,6.0,1.0,1.0
123,qa,full,5,Q: What is the color of Mars?,I don't know,I don't know,1.0,1.0,0.0,1.0000000000000002,2.0,1.0,1.0,0.75,1.0,594,0.717391304347826,6.0,1.0,1.0
123,qa,no_child,1,Explain simply: what is a capital city?,main city of a country,vague,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,501,0.7435897435897436,5.0606060606060606,1.0,1.0
123,qa,no_child,2,Q: What is the capital of France?,paris,paris,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,501,0.7435897435897436,5.0606060606060606,1.0,1.0
123,qa,no_child,3,Q: At what temperature does water freeze?,0°C,0°C,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,501,0.7435897435897436,5.0606060606060606,1.0,1.0
123,qa,no_child,4,Q: What is the capital of Germany?,I don't know,I don't know,1.0,1.0,0.0,1.0000000000000002,2.0,1.0,1.0,0.75,1.0,501,0.7435897435897436,5.0606060606060606,1.0,1.0
123,qa,no_child,5,Q: What is the color of Mars?,I don't know,I don't know,1.0,1.0,0.0,1.0000000000000002,2.0,1.0,1.0,0.75,1.0,501,0.7435897435897436,5.0606060606060606,1.0,1.0
123,qa,no_steps,1,Explain simply: what is a capital city?,main city of a country,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,2.757575757575758,1.0,0.0
123,qa,no_steps,2,Q: What is the capital of France?,paris,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,2.757575757575758,1.0,0.0
123,qa,no_steps,3,Q: At what temperature does water freeze?,0°C,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,2.757575757575758,1.0,0.0
123,qa,no_steps,4,Q: What is the capital of Germany?,I don't know,I don't know,1.0,1.0,0.0,1.0000000000000002,2.0,1.0,1.0,0.75,1.0,273,0.8372093023255814,2.757575757575758,1.0,0.0
123,qa,no_steps,5,Q: What is the color of Mars?,I don't know,I don't know,1.0,1.0,0.0,1.0000000000000002,2.0,1.0,1.0,0.75,1.0,273,0.8372093023255814,2.757575757575758,1.0,0.0
123,qa,no_mistake,1,Explain simply: what is a capital city?,main city of a country,main city of a country,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,580,0.7045454545454546,5.858585858585859,1.0,1.0
123,qa,no_mistake,2,Q: What is the capital of France?,paris,paris,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,580,0.7045454545454546,5.858585858585859,1.0,1.0
123,qa,no_mistake,3,Q: At what temperature does water freeze?,0°C,0°C,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,580,0.7045454545454546,5.858585858585859,1.0,1.0
123,qa,no_mistake,4,Q: What is the capital of Germany?,I don't know,berlin,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,580,0.7045454545454546,5.858585858585859,1.0,1.0
123,qa,no_mistake,5,Q: What is the color of Mars?,I don't know,red,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,580,0.7045454545454546,5.858585858585859,1.0,1.0
123,qa,no_revision,1,Explain simply: what is a capital city?,main city of a country,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,639,0.7346938775510204,6.454545454545454,1.0,1.0
123,qa,no_revision,2,Q: What is the capital of France?,paris,paris,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,639,0.7346938775510204,6.454545454545454,1.0,1.0
123,qa,no_revision,3,Q: At what temperature does water freeze?,0°C,I don't know,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,-1.0,0.25,1.0,639,0.7346938775510204,6.454545454545454,1.0,1.0
123,qa,no_revision,4,Q: What is the capital of Germany?,I don't know,I don't know,1.0,1.0,0.0,1.0000000000000002,2.0,1.0,1.0,0.75,1.0,639,0.7346938775510204,6.454545454545454,1.0,1.0
123,qa,no_revision,5,Q: What is the color of Mars?,I don't know,I don't know,1.0,1.0,0.0,1.0000000000000002,2.0,1.0,1.0,0.75,1.0,639,0.7346938775510204,6.454545454545454,1.0,1.0
123,qa,no_memory,1,Explain simply: what is a capital city?,main city of a country,main city of a country,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,6.0,1.0,1.0
123,qa,no_memory,2,Q: What is the capital of France?,paris,paris,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,6.0,1.0,1.0
123,qa,no_memory,3,Q: At what temperature does water freeze?,0°C,0°C,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,594,0.717391304347826,6.0,1.0,1.0
123,qa,no_memory,4,Q: What is the capital of Germany?,I don't know,I don't know,1.0,1.0,0.0,1.0000000000000002,2.0,1.0,1.0,0.75,1.0,594,0.717391304347826,6.0,1.0,1.0
123,qa,no_memory,5,Q: What is the color of Mars?,I don't know,I don't know,1.0,1.0,0.0,1.0000000000000002,2.0,1.0,1.0,0.75,1.0,594,0.717391304347826,6.0,1.0,1.0
123,math,full,1,Explain simply: what is addition?,combining numbers to get a total,combining numbers to get a total,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,6.827586206896552,1.0,1.0
123,math,full,2,Compute 7 + 5.,12,12,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,6.827586206896552,1.0,1.0
123,math,full,3,Compute 9 * 3.,27,27,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,6.827586206896552,1.0,1.0
123,math,full,4,"If x=4, compute 2x+1.",9,25,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,594,0.717391304347826,6.827586206896552,1.0,1.0
123,math,full,5,Compute 15 - 8.,7,7,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,594,0.717391304347826,6.827586206896552,1.0,1.0
123,math,no_child,1,Explain simply: what is addition?,combining numbers to get a total,vague,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,501,0.7435897435897436,5.758620689655173,1.0,1.0
123,math,no_child,2,Compute 7 + 5.,12,12,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,501,0.7435897435897436,5.758620689655173,1.0,1.0
123,math,no_child,3,Compute 9 * 3.,27,27,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,501,0.7435897435897436,5.758620689655173,1.0,1.0
123,math,no_child,4,"If x=4, compute 2x+1.",9,25,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,501,0.7435897435897436,5.758620689655173,1.0,1.0
123,math,no_child,5,Compute 15 - 8.,7,7,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,501,0.7435897435897436,5.758620689655173,1.0,1.0
123,math,no_steps,1,Explain simply: what is addition?,combining numbers to get a total,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,3.1379310344827585,1.0,0.0
123,math,no_steps,2,Compute 7 + 5.,12,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,3.1379310344827585,1.0,0.0
123,math,no_steps,3,Compute 9 * 3.,27,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,3.1379310344827585,1.0,0.0
123,math,no_steps,4,"If x=4, compute 2x+1.",9,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,3.1379310344827585,1.0,0.0
123,math,no_steps,5,Compute 15 - 8.,7,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,273,0.8372093023255814,3.1379310344827585,1.0,0.0
123,math,no_mistake,1,Explain simply: what is addition?,combining numbers to get a total,combining numbers to get a total,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,580,0.7045454545454546,6.666666666666667,1.0,1.0
123,math,no_mistake,2,Compute 7 + 5.,12,12,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,580,0.7045454545454546,6.666666666666667,1.0,1.0
123,math,no_mistake,3,Compute 9 * 3.,27,27,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,580,0.7045454545454546,6.666666666666667,1.0,1.0
123,math,no_mistake,4,"If x=4, compute 2x+1.",9,25,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,580,0.7045454545454546,6.666666666666667,1.0,1.0
123,math,no_mistake,5,Compute 15 - 8.,7,7,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,580,0.7045454545454546,6.666666666666667,1.0,1.0
123,math,no_revision,1,Explain simply: what is addition?,combining numbers to get a total,I don't know,0.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.6666666666666666,2.220446049250313e-16,0.5,1.0,639,0.7346938775510204,7.344827586206897,1.0,1.0
123,math,no_revision,2,Compute 7 + 5.,12,12,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,639,0.7346938775510204,7.344827586206897,1.0,1.0
123,math,no_revision,3,Compute 9 * 3.,27,27,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,639,0.7346938775510204,7.344827586206897,1.0,1.0
123,math,no_revision,4,"If x=4, compute 2x+1.",9,25,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,639,0.7346938775510204,7.344827586206897,1.0,1.0
123,math,no_revision,5,Compute 15 - 8.,7,7,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,639,0.7346938775510204,7.344827586206897,1.0,1.0
123,math,no_memory,1,Explain simply: what is addition?,combining numbers to get a total,combining numbers to get a total,1.0,0.0,0.0,1.0000000000000002,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,6.827586206896552,1.0,1.0
123,math,no_memory,2,Compute 7 + 5.,12,12,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,6.827586206896552,1.0,1.0
123,math,no_memory,3,Compute 9 * 3.,27,27,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,594,0.717391304347826,6.827586206896552,1.0,1.0
123,math,no_memory,4,"If x=4, compute 2x+1.",9,25,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.25,1.0,594,0.717391304347826,6.827586206896552,1.0,1.0
